User ID,Age,Gender,Location (City - Subarea),"Coordinates (X, Y)",Service Category Preferences,"Ratings (Plumbing, Housekeeping, etc.)",Number of Requests
3348,41,Female,Tiaret - Merine,"(35.371, 1.315)","Auto Repair, Painting & Renovation, Home Appliance Repair, Housekeeping / Cleaning","Auto Repair (4.3), Painting & Renovation (5.0), Home Appliance Repair (4.5), Housekeeping / Cleaning (4.3)",15
3349,57,Male,Mostaganem - Ain Nouissy,"(35.929, 0.089)","Personal Care (Home Services), Babysitting & Childcare, Tailoring & Alteration, Home Appliance Repair","Personal Care (Home Services) (4.4), Babysitting & Childcare (4.5), Tailoring & Alteration (3.1), Home Appliance Repair (4.7)",9
3350,47,Female,M'sila - Ksar El Hirane,"(35.45, 4.52)","Carpentry, Tutoring & Educational, Tailoring & Alteration, Home Appliance Repair","Carpentry (3.1), Tutoring & Educational (3.1), Tailoring & Alteration (3.1), Home Appliance Repair (3.7)",6
3351,46,Male,Mostaganem - Ain Nouissy,"(35.929, 0.089)","Plumbing, Pest Control, Tailoring & Alteration, Babysitting & Childcare","Plumbing (3.2), Pest Control (4.8), Tailoring & Alteration (3.7), Babysitting & Childcare (4.3)",15
3352,46,Female,Skikda - La Cloche,"(36.866, 6.906)","Carpentry, Electrical Services, Home Appliance Repair, Personal Care (Home Services)","Carpentry (4.2), Electrical Services (4.8), Home Appliance Repair (4.3), Personal Care (Home Services) (4.0)",12
3353,47,Male,Algiers - Sidi Abdallah,"(36.745, 3.25)","Painting & Renovation, Plumbing","Painting & Renovation (3.1), Plumbing (4.1)",14
3354,20,Female,Illizi - Djanet,"(26.269, 9.484)","Event Planning, Plumbing","Event Planning (4.8), Plumbing (3.3)",21
3355,46,Female,Annaba - El Hadjar,"(36.862, 7.76)","Plumbing, Housekeeping / Cleaning, Painting & Renovation","Plumbing (4.6), Housekeeping / Cleaning (3.5), Painting & Renovation (4.3)",12
3356,35,Female,Tiaret - Merine,"(35.371, 1.315)","Electrical Services, Painting & Renovation, Personal Care (Home Services)","Electrical Services (3.6), Painting & Renovation (3.8), Personal Care (Home Services) (3.4)",12
3357,19,Male,El Oued - Guemar,"(33.133, 6.9)","Pest Control, Personal Care (Home Services), Home Appliance Repair, Tailoring & Alteration, Housekeeping / Cleaning","Pest Control (4.4), Personal Care (Home Services) (5.0), Home Appliance Repair (3.7), Tailoring & Alteration (3.7), Housekeeping / Cleaning (3.1)",8
3358,58,Male,Medea - Bordj Menaiel,"(36.267, 2.741)","Pest Control, Carpentry","Pest Control (4.3), Carpentry (4.0)",16
3359,55,Female,Oran - El Hassi,"(35.72, -0.63)","Tutoring & Educational, Plastering & Tiling, Home Appliance Repair, Electrical Services, Babysitting & Childcare","Tutoring & Educational (3.1), Plastering & Tiling (4.4), Home Appliance Repair (3.9), Electrical Services (3.9), Babysitting & Childcare (4.6)",16
3360,53,Male,Illizi - Djanet,"(26.269, 9.484)","Tutoring & Educational, Tailoring & Alteration, Auto Repair","Tutoring & Educational (3.6), Tailoring & Alteration (3.8), Auto Repair (4.6)",9
3361,28,Female,Setif - Belkhir,"(36.185, 5.404)","Auto Repair, Electrical Services, Plumbing, Tailoring & Alteration","Auto Repair (3.3), Electrical Services (4.7), Plumbing (3.4), Tailoring & Alteration (4.3)",22
3362,19,Female,M'sila - Ksar El Hirane,"(35.45, 4.52)","Event Planning, Tutoring & Educational","Event Planning (4.5), Tutoring & Educational (4.3)",16
3363,55,Female,M'sila - Ksar El Hirane,"(35.45, 4.52)","Carpentry, Tutoring & Educational","Carpentry (3.9), Tutoring & Educational (3.4)",6
3364,44,Male,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)","Plastering & Tiling, Pest Control, Plumbing, Home Appliance Repair, Event Planning","Plastering & Tiling (4.4), Pest Control (4.4), Plumbing (3.3), Home Appliance Repair (4.5), Event Planning (4.2)",18
3365,40,Male,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)","Pest Control, Tutoring & Educational","Pest Control (3.4), Tutoring & Educational (3.3)",19
3366,45,Female,Algiers - Sidi Abdallah,"(36.745, 3.25)","Plastering & Tiling, Auto Repair, Babysitting & Childcare, Pest Control, Housekeeping / Cleaning","Plastering & Tiling (4.3), Auto Repair (4.2), Babysitting & Childcare (4.4), Pest Control (4.4), Housekeeping / Cleaning (3.5)",24
3367,27,Female,Tizi Ouzou - Ait Ali,"(36.716, 4.044)","Painting & Renovation, Pest Control, Babysitting & Childcare, Plastering & Tiling, Plumbing","Painting & Renovation (3.3), Pest Control (4.5), Babysitting & Childcare (4.3), Plastering & Tiling (4.9), Plumbing (3.0)",27
3368,22,Male,Annaba - El Hadjar,"(36.862, 7.76)","Housekeeping / Cleaning, Personal Care (Home Services), Carpentry, Tailoring & Alteration","Housekeeping / Cleaning (4.0), Personal Care (Home Services) (4.2), Carpentry (4.9), Tailoring & Alteration (4.3)",6
3369,31,Female,Batna - Aïn Touta,"(35.552, 5.804)","Babysitting & Childcare, Electrical Services, Home Appliance Repair, Plumbing","Babysitting & Childcare (4.1), Electrical Services (3.3), Home Appliance Repair (4.6), Plumbing (3.9)",9
3370,18,Male,Oran - El Hassi,"(35.72, -0.63)","Tailoring & Alteration, Event Planning, Carpentry","Tailoring & Alteration (3.1), Event Planning (3.9), Carpentry (3.5)",15
3371,43,Female,Skikda - La Cloche,"(36.866, 6.906)","Painting & Renovation, Home Appliance Repair, Pest Control, Carpentry","Painting & Renovation (4.7), Home Appliance Repair (3.1), Pest Control (3.1), Carpentry (4.5)",21
3372,38,Male,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)","Auto Repair, Home Appliance Repair, Tutoring & Educational","Auto Repair (3.4), Home Appliance Repair (3.2), Tutoring & Educational (3.7)",28
3373,43,Female,Batna - Aïn Touta,"(35.552, 5.804)","Auto Repair, Tailoring & Alteration","Auto Repair (4.4), Tailoring & Alteration (4.6)",14
3374,57,Male,M'sila - Ksar El Hirane,"(35.45, 4.52)","Babysitting & Childcare, Tailoring & Alteration, Plastering & Tiling, Pest Control","Babysitting & Childcare (3.5), Tailoring & Alteration (3.6), Plastering & Tiling (3.8), Pest Control (4.4)",16
3375,53,Male,Setif - Belkhir,"(36.185, 5.404)","Housekeeping / Cleaning, Tutoring & Educational, Tailoring & Alteration, Auto Repair","Housekeeping / Cleaning (4.6), Tutoring & Educational (3.8), Tailoring & Alteration (4.3), Auto Repair (4.9)",11
3376,46,Female,Setif - Belkhir,"(36.185, 5.404)","Housekeeping / Cleaning, Carpentry","Housekeeping / Cleaning (4.3), Carpentry (4.2)",25
3377,20,Male,Chlef - Tacheta,"(36.153, 1.333)","Housekeeping / Cleaning, Plastering & Tiling, Personal Care (Home Services)","Housekeeping / Cleaning (3.1), Plastering & Tiling (4.1), Personal Care (Home Services) (4.0)",18
3378,58,Male,Batna - Aïn Touta,"(35.552, 5.804)","Auto Repair, Babysitting & Childcare","Auto Repair (5.0), Babysitting & Childcare (3.6)",24
3379,49,Male,Bejaia - Tizi Rached,"(36.761, 5.748)","Pest Control, Plumbing, Babysitting & Childcare, Plastering & Tiling, Tailoring & Alteration","Pest Control (4.6), Plumbing (3.1), Babysitting & Childcare (4.2), Plastering & Tiling (4.9), Tailoring & Alteration (3.7)",26
3380,59,Male,Skikda - La Cloche,"(36.866, 6.906)","Tailoring & Alteration, Painting & Renovation","Tailoring & Alteration (3.0), Painting & Renovation (3.0)",17
3381,42,Female,Setif - Belkhir,"(36.185, 5.404)","Painting & Renovation, Personal Care (Home Services), Babysitting & Childcare","Painting & Renovation (4.3), Personal Care (Home Services) (3.9), Babysitting & Childcare (4.6)",5
3382,33,Male,Adrar - Timimoun,"(27.46, 0.286)","Painting & Renovation, Home Appliance Repair","Painting & Renovation (3.1), Home Appliance Repair (3.4)",30
3383,43,Female,Oran - El Hassi,"(35.72, -0.63)","Tutoring & Educational, Plastering & Tiling","Tutoring & Educational (3.5), Plastering & Tiling (4.5)",5
3384,52,Male,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)","Babysitting & Childcare, Auto Repair, Home Appliance Repair","Babysitting & Childcare (4.2), Auto Repair (4.9), Home Appliance Repair (4.5)",25
3385,31,Female,Adrar - Timimoun,"(27.46, 0.286)","Pest Control, Tutoring & Educational","Pest Control (3.3), Tutoring & Educational (3.2)",19
3386,24,Male,Biskra - El Hassi,"(34.85, 5.72)","Event Planning, Babysitting & Childcare","Event Planning (4.9), Babysitting & Childcare (3.3)",8
3387,58,Male,Algiers - Sidi Abdallah,"(36.745, 3.25)","Plumbing, Pest Control, Home Appliance Repair","Plumbing (3.3), Pest Control (3.9), Home Appliance Repair (4.2)",27
3388,25,Female,Chlef - Tacheta,"(36.153, 1.333)","Babysitting & Childcare, Painting & Renovation, Carpentry, Auto Repair, Tutoring & Educational","Babysitting & Childcare (4.8), Painting & Renovation (4.8), Carpentry (3.1), Auto Repair (3.1), Tutoring & Educational (3.4)",15
3389,22,Female,Ouargla - Hassi Messaoud,"(32.49, 6.266)","Carpentry, Electrical Services, Babysitting & Childcare, Housekeeping / Cleaning, Home Appliance Repair","Carpentry (3.6), Electrical Services (4.9), Babysitting & Childcare (4.2), Housekeeping / Cleaning (4.0), Home Appliance Repair (4.8)",8
3390,49,Male,Annaba - El Hadjar,"(36.862, 7.76)","Tailoring & Alteration, Auto Repair, Plastering & Tiling, Electrical Services","Tailoring & Alteration (3.6), Auto Repair (3.6), Plastering & Tiling (3.5), Electrical Services (3.5)",18
3391,56,Male,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)","Plumbing, Personal Care (Home Services), Pest Control","Plumbing (4.8), Personal Care (Home Services) (3.6), Pest Control (3.8)",29
3392,32,Female,El Oued - Guemar,"(33.133, 6.9)","Plumbing, Housekeeping / Cleaning, Electrical Services, Plastering & Tiling, Home Appliance Repair","Plumbing (3.2), Housekeeping / Cleaning (3.9), Electrical Services (3.7), Plastering & Tiling (4.5), Home Appliance Repair (4.1)",16
3393,21,Male,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)","Pest Control, Electrical Services","Pest Control (4.2), Electrical Services (4.7)",10
3394,31,Female,Algiers - Sidi Abdallah,"(36.745, 3.25)","Auto Repair, Electrical Services","Auto Repair (3.5), Electrical Services (3.5)",20
3395,52,Female,M'sila - Ksar El Hirane,"(35.45, 4.52)","Carpentry, Auto Repair, Tailoring & Alteration, Painting & Renovation, Pest Control","Carpentry (4.8), Auto Repair (3.0), Tailoring & Alteration (3.5), Painting & Renovation (4.0), Pest Control (3.8)",12
3396,21,Female,Oran - El Hassi,"(35.72, -0.63)","Personal Care (Home Services), Home Appliance Repair, Event Planning, Babysitting & Childcare","Personal Care (Home Services) (4.0), Home Appliance Repair (3.4), Event Planning (4.5), Babysitting & Childcare (4.6)",12
3397,26,Male,Adrar - Timimoun,"(27.46, 0.286)","Auto Repair, Electrical Services, Carpentry, Event Planning, Plumbing","Auto Repair (3.3), Electrical Services (4.2), Carpentry (3.2), Event Planning (3.3), Plumbing (3.6)",22
3398,26,Female,Batna - Aïn Touta,"(35.552, 5.804)","Personal Care (Home Services), Electrical Services, Painting & Renovation, Auto Repair, Home Appliance Repair","Personal Care (Home Services) (3.4), Electrical Services (3.1), Painting & Renovation (4.9), Auto Repair (3.4), Home Appliance Repair (3.8)",28
3399,20,Male,Tiaret - Merine,"(35.371, 1.315)","Personal Care (Home Services), Babysitting & Childcare, Plumbing, Painting & Renovation","Personal Care (Home Services) (4.6), Babysitting & Childcare (4.6), Plumbing (4.8), Painting & Renovation (4.4)",5
3400,40,Female,Adrar - Timimoun,"(27.46, 0.286)","Personal Care (Home Services), Tutoring & Educational","Personal Care (Home Services) (3.9), Tutoring & Educational (4.1)",19
3401,47,Female,Adrar - Timimoun,"(27.46, 0.286)","Event Planning, Carpentry, Tutoring & Educational","Event Planning (4.7), Carpentry (4.5), Tutoring & Educational (4.8)",10
3402,21,Male,Medea - Bordj Menaiel,"(36.267, 2.741)","Tutoring & Educational, Pest Control","Tutoring & Educational (3.4), Pest Control (4.1)",25
3403,22,Female,Algiers - Sidi Abdallah,"(36.745, 3.25)","Electrical Services, Personal Care (Home Services), Plastering & Tiling","Electrical Services (4.7), Personal Care (Home Services) (4.1), Plastering & Tiling (4.6)",14
3404,28,Male,Blida - Chrea,"(36.482, 2.831)","Babysitting & Childcare, Plastering & Tiling, Tutoring & Educational","Babysitting & Childcare (3.1), Plastering & Tiling (3.4), Tutoring & Educational (3.1)",26
3405,21,Male,Biskra - El Hassi,"(34.85, 5.72)","Painting & Renovation, Personal Care (Home Services), Pest Control","Painting & Renovation (3.8), Personal Care (Home Services) (4.9), Pest Control (3.4)",21
3406,25,Male,Annaba - El Hadjar,"(36.862, 7.76)","Pest Control, Plastering & Tiling, Tutoring & Educational, Carpentry","Pest Control (4.7), Plastering & Tiling (3.2), Tutoring & Educational (3.1), Carpentry (4.4)",23
3407,49,Female,Illizi - Djanet,"(26.269, 9.484)","Babysitting & Childcare, Plumbing","Babysitting & Childcare (3.7), Plumbing (3.6)",21
3408,56,Female,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)","Plumbing, Housekeeping / Cleaning","Plumbing (4.7), Housekeeping / Cleaning (4.8)",10
3409,34,Male,Bejaia - Tizi Rached,"(36.761, 5.748)","Tailoring & Alteration, Housekeeping / Cleaning","Tailoring & Alteration (4.7), Housekeeping / Cleaning (4.7)",10
3410,38,Female,Oran - El Hassi,"(35.72, -0.63)","Carpentry, Electrical Services, Tailoring & Alteration, Auto Repair","Carpentry (3.1), Electrical Services (4.1), Tailoring & Alteration (3.4), Auto Repair (3.4)",26
3411,46,Male,Tizi Ouzou - Ait Ali,"(36.716, 4.044)","Event Planning, Tailoring & Alteration, Pest Control","Event Planning (4.7), Tailoring & Alteration (4.0), Pest Control (4.9)",9
3412,44,Female,Batna - Aïn Touta,"(35.552, 5.804)","Painting & Renovation, Plumbing, Pest Control","Painting & Renovation (4.8), Plumbing (4.6), Pest Control (3.5)",15
3413,47,Male,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)","Event Planning, Pest Control, Carpentry, Home Appliance Repair, Babysitting & Childcare","Event Planning (4.6), Pest Control (4.2), Carpentry (3.2), Home Appliance Repair (3.6), Babysitting & Childcare (3.7)",15
3414,51,Male,Constantine - Ziadia,"(36.365, 6.613)","Auto Repair, Babysitting & Childcare, Electrical Services","Auto Repair (4.6), Babysitting & Childcare (3.8), Electrical Services (3.5)",23
3415,38,Female,Tiaret - Merine,"(35.371, 1.315)","Event Planning, Housekeeping / Cleaning, Personal Care (Home Services), Babysitting & Childcare, Auto Repair","Event Planning (4.8), Housekeeping / Cleaning (3.1), Personal Care (Home Services) (3.5), Babysitting & Childcare (3.1), Auto Repair (3.6)",23
3416,47,Male,Annaba - El Hadjar,"(36.862, 7.76)","Tutoring & Educational, Housekeeping / Cleaning, Electrical Services","Tutoring & Educational (3.2), Housekeeping / Cleaning (4.2), Electrical Services (3.6)",8
3417,56,Male,Ouargla - Hassi Messaoud,"(32.49, 6.266)","Event Planning, Babysitting & Childcare","Event Planning (3.8), Babysitting & Childcare (4.9)",24
3418,41,Female,Ghardaia - M'zab Valley,"(32.485, 3.666)","Electrical Services, Painting & Renovation, Pest Control","Electrical Services (3.2), Painting & Renovation (4.2), Pest Control (4.0)",14
3419,31,Female,Blida - Chrea,"(36.482, 2.831)","Plastering & Tiling, Babysitting & Childcare","Plastering & Tiling (4.5), Babysitting & Childcare (4.0)",7
3420,43,Male,Tizi Ouzou - Ait Ali,"(36.716, 4.044)","Electrical Services, Plastering & Tiling, Pest Control, Auto Repair","Electrical Services (4.0), Plastering & Tiling (5.0), Pest Control (3.4), Auto Repair (5.0)",25
3421,29,Female,Algiers - Sidi Abdallah,"(36.745, 3.25)","Babysitting & Childcare, Electrical Services, Auto Repair, Plastering & Tiling, Carpentry","Babysitting & Childcare (4.8), Electrical Services (5.0), Auto Repair (3.1), Plastering & Tiling (3.6), Carpentry (3.2)",29
3422,59,Male,Tizi Ouzou - Ait Ali,"(36.716, 4.044)","Pest Control, Painting & Renovation","Pest Control (4.9), Painting & Renovation (3.4)",7
3423,19,Male,Oran - El Hassi,"(35.72, -0.63)","Tutoring & Educational, Painting & Renovation, Plastering & Tiling, Tailoring & Alteration","Tutoring & Educational (4.3), Painting & Renovation (3.5), Plastering & Tiling (3.1), Tailoring & Alteration (4.0)",28
3424,38,Female,El Oued - Guemar,"(33.133, 6.9)","Housekeeping / Cleaning, Tutoring & Educational, Home Appliance Repair, Pest Control, Personal Care (Home Services)","Housekeeping / Cleaning (4.7), Tutoring & Educational (3.6), Home Appliance Repair (4.6), Pest Control (4.6), Personal Care (Home Services) (3.8)",13
3425,51,Male,M'sila - Ksar El Hirane,"(35.45, 4.52)","Babysitting & Childcare, Tutoring & Educational, Tailoring & Alteration","Babysitting & Childcare (4.1), Tutoring & Educational (4.8), Tailoring & Alteration (3.5)",18
3426,22,Female,Setif - Belkhir,"(36.185, 5.404)","Event Planning, Plumbing","Event Planning (4.9), Plumbing (4.1)",8
3427,39,Female,Ouargla - Hassi Messaoud,"(32.49, 6.266)","Home Appliance Repair, Plumbing","Home Appliance Repair (4.8), Plumbing (3.0)",9
3428,23,Female,El Oued - Guemar,"(33.133, 6.9)","Housekeeping / Cleaning, Event Planning, Personal Care (Home Services), Home Appliance Repair","Housekeeping / Cleaning (4.8), Event Planning (4.4), Personal Care (Home Services) (4.3), Home Appliance Repair (4.9)",8
3429,40,Male,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)","Plastering & Tiling, Tailoring & Alteration","Plastering & Tiling (4.5), Tailoring & Alteration (3.1)",10
3430,40,Male,Setif - Belkhir,"(36.185, 5.404)","Babysitting & Childcare, Pest Control, Tutoring & Educational, Home Appliance Repair, Event Planning","Babysitting & Childcare (4.0), Pest Control (4.2), Tutoring & Educational (3.6), Home Appliance Repair (4.7), Event Planning (3.6)",8
3431,26,Female,Adrar - Timimoun,"(27.46, 0.286)","Tutoring & Educational, Pest Control","Tutoring & Educational (3.3), Pest Control (3.6)",12
3432,58,Male,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)","Plastering & Tiling, Electrical Services","Plastering & Tiling (4.4), Electrical Services (4.5)",9
3433,37,Male,Mostaganem - Ain Nouissy,"(35.929, 0.089)","Auto Repair, Plumbing","Auto Repair (4.9), Plumbing (4.5)",14
3434,26,Female,Biskra - El Hassi,"(34.85, 5.72)","Personal Care (Home Services), Painting & Renovation, Plastering & Tiling, Electrical Services","Personal Care (Home Services) (3.1), Painting & Renovation (3.2), Plastering & Tiling (4.7), Electrical Services (3.5)",26
3435,56,Female,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)","Personal Care (Home Services), Plumbing","Personal Care (Home Services) (4.8), Plumbing (3.5)",5
3436,51,Female,Batna - Aïn Touta,"(35.552, 5.804)","Electrical Services, Carpentry, Tailoring & Alteration, Plumbing","Electrical Services (4.2), Carpentry (3.2), Tailoring & Alteration (3.4), Plumbing (3.7)",19
3437,21,Male,Batna - Aïn Touta,"(35.552, 5.804)","Plastering & Tiling, Home Appliance Repair, Plumbing","Plastering & Tiling (3.6), Home Appliance Repair (4.6), Plumbing (3.3)",19
3438,50,Female,Oran - El Hassi,"(35.72, -0.63)","Babysitting & Childcare, Event Planning, Electrical Services, Carpentry","Babysitting & Childcare (4.5), Event Planning (4.4), Electrical Services (3.8), Carpentry (5.0)",21
3439,42,Male,Medea - Bordj Menaiel,"(36.267, 2.741)","Plumbing, Electrical Services, Tutoring & Educational, Auto Repair","Plumbing (4.9), Electrical Services (4.9), Tutoring & Educational (4.9), Auto Repair (4.3)",8
3440,45,Female,Algiers - Sidi Abdallah,"(36.745, 3.25)","Plumbing, Tutoring & Educational, Babysitting & Childcare","Plumbing (3.3), Tutoring & Educational (3.3), Babysitting & Childcare (4.8)",22
3441,49,Male,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)","Personal Care (Home Services), Event Planning, Plastering & Tiling","Personal Care (Home Services) (3.8), Event Planning (4.2), Plastering & Tiling (3.3)",10
3442,24,Male,Batna - Aïn Touta,"(35.552, 5.804)","Painting & Renovation, Tutoring & Educational, Event Planning, Plastering & Tiling","Painting & Renovation (4.8), Tutoring & Educational (3.5), Event Planning (3.6), Plastering & Tiling (4.3)",5
3443,28,Female,Batna - Aïn Touta,"(35.552, 5.804)","Painting & Renovation, Housekeeping / Cleaning, Babysitting & Childcare, Tailoring & Alteration","Painting & Renovation (3.4), Housekeeping / Cleaning (4.9), Babysitting & Childcare (4.6), Tailoring & Alteration (3.3)",17
3444,29,Female,Skikda - La Cloche,"(36.866, 6.906)","Carpentry, Event Planning","Carpentry (3.0), Event Planning (3.4)",9
3445,38,Male,Oran - El Hassi,"(35.72, -0.63)","Personal Care (Home Services), Painting & Renovation, Plumbing","Personal Care (Home Services) (3.1), Painting & Renovation (4.7), Plumbing (4.3)",28
3446,45,Female,Setif - Belkhir,"(36.185, 5.404)","Pest Control, Carpentry, Electrical Services","Pest Control (4.1), Carpentry (4.0), Electrical Services (4.2)",14
3447,38,Female,Blida - Chrea,"(36.482, 2.831)","Tutoring & Educational, Painting & Renovation, Tailoring & Alteration, Electrical Services","Tutoring & Educational (3.2), Painting & Renovation (4.5), Tailoring & Alteration (3.6), Electrical Services (4.5)",26
3448,38,Male,Tiaret - Merine,"(35.371, 1.315)","Auto Repair, Personal Care (Home Services)","Auto Repair (3.3), Personal Care (Home Services) (4.4)",21
3449,24,Female,Biskra - El Hassi,"(34.85, 5.72)","Auto Repair, Home Appliance Repair, Plumbing","Auto Repair (3.5), Home Appliance Repair (3.9), Plumbing (3.7)",24
3450,57,Male,Tiaret - Merine,"(35.371, 1.315)","Auto Repair, Tutoring & Educational, Babysitting & Childcare, Plastering & Tiling","Auto Repair (3.7), Tutoring & Educational (3.6), Babysitting & Childcare (4.2), Plastering & Tiling (4.9)",7
3451,30,Male,Skikda - La Cloche,"(36.866, 6.906)","Home Appliance Repair, Pest Control, Plumbing, Electrical Services","Home Appliance Repair (4.0), Pest Control (3.6), Plumbing (3.1), Electrical Services (4.5)",25
3452,43,Female,Adrar - Timimoun,"(27.46, 0.286)","Painting & Renovation, Tutoring & Educational, Auto Repair","Painting & Renovation (3.3), Tutoring & Educational (4.8), Auto Repair (4.1)",8
3453,49,Female,Adrar - Timimoun,"(27.46, 0.286)","Painting & Renovation, Plumbing","Painting & Renovation (3.0), Plumbing (4.3)",6
3454,23,Female,Oran - El Hassi,"(35.72, -0.63)","Plastering & Tiling, Babysitting & Childcare, Home Appliance Repair, Pest Control, Tutoring & Educational","Plastering & Tiling (4.6), Babysitting & Childcare (4.0), Home Appliance Repair (3.3), Pest Control (3.4), Tutoring & Educational (3.8)",23
3455,42,Female,Mostaganem - Ain Nouissy,"(35.929, 0.089)","Event Planning, Painting & Renovation, Plastering & Tiling","Event Planning (3.1), Painting & Renovation (4.4), Plastering & Tiling (4.1)",11
3456,36,Female,Adrar - Timimoun,"(27.46, 0.286)","Painting & Renovation, Tailoring & Alteration","Painting & Renovation (3.7), Tailoring & Alteration (4.8)",30
3457,33,Female,Setif - Belkhir,"(36.185, 5.404)","Home Appliance Repair, Tailoring & Alteration, Housekeeping / Cleaning","Home Appliance Repair (4.4), Tailoring & Alteration (4.5), Housekeeping / Cleaning (3.0)",10
3458,39,Female,Ouargla - Hassi Messaoud,"(32.49, 6.266)","Tutoring & Educational, Event Planning","Tutoring & Educational (3.2), Event Planning (4.7)",11
3459,58,Female,Mostaganem - Ain Nouissy,"(35.929, 0.089)","Carpentry, Personal Care (Home Services)","Carpentry (4.3), Personal Care (Home Services) (3.1)",7
3460,53,Male,Constantine - Ziadia,"(36.365, 6.613)","Event Planning, Plumbing, Tutoring & Educational, Plastering & Tiling","Event Planning (3.3), Plumbing (4.2), Tutoring & Educational (3.4), Plastering & Tiling (4.2)",12
3461,52,Female,Batna - Aïn Touta,"(35.552, 5.804)","Electrical Services, Home Appliance Repair, Tutoring & Educational","Electrical Services (3.5), Home Appliance Repair (3.8), Tutoring & Educational (4.5)",6
3462,42,Male,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)","Housekeeping / Cleaning, Tutoring & Educational, Pest Control","Housekeeping / Cleaning (4.3), Tutoring & Educational (3.1), Pest Control (4.9)",15
3463,22,Female,Annaba - El Hadjar,"(36.862, 7.76)","Electrical Services, Carpentry, Babysitting & Childcare, Painting & Renovation, Tutoring & Educational","Electrical Services (3.1), Carpentry (4.0), Babysitting & Childcare (3.8), Painting & Renovation (3.8), Tutoring & Educational (4.3)",5
3464,26,Female,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)","Housekeeping / Cleaning, Personal Care (Home Services), Pest Control, Plumbing, Event Planning","Housekeeping / Cleaning (3.1), Personal Care (Home Services) (3.6), Pest Control (4.2), Plumbing (4.7), Event Planning (3.5)",8
3465,23,Male,Skikda - La Cloche,"(36.866, 6.906)","Plastering & Tiling, Tutoring & Educational, Plumbing","Plastering & Tiling (4.9), Tutoring & Educational (3.2), Plumbing (4.3)",11
3466,57,Female,Annaba - El Hadjar,"(36.862, 7.76)","Housekeeping / Cleaning, Babysitting & Childcare, Personal Care (Home Services), Event Planning, Tailoring & Alteration","Housekeeping / Cleaning (3.3), Babysitting & Childcare (4.0), Personal Care (Home Services) (4.9), Event Planning (3.3), Tailoring & Alteration (4.9)",18
3467,29,Female,Setif - Belkhir,"(36.185, 5.404)","Auto Repair, Personal Care (Home Services), Carpentry, Electrical Services","Auto Repair (3.8), Personal Care (Home Services) (3.8), Carpentry (4.5), Electrical Services (3.1)",18
3468,32,Female,Oran - El Hassi,"(35.72, -0.63)","Event Planning, Auto Repair, Personal Care (Home Services), Pest Control, Plastering & Tiling","Event Planning (3.3), Auto Repair (4.6), Personal Care (Home Services) (3.7), Pest Control (4.8), Plastering & Tiling (3.2)",10
3469,53,Female,M'sila - Ksar El Hirane,"(35.45, 4.52)","Event Planning, Plumbing, Plastering & Tiling, Carpentry, Tutoring & Educational","Event Planning (4.0), Plumbing (4.3), Plastering & Tiling (4.4), Carpentry (3.4), Tutoring & Educational (4.5)",14
3470,44,Male,Adrar - Timimoun,"(27.46, 0.286)","Personal Care (Home Services), Plumbing, Tailoring & Alteration","Personal Care (Home Services) (3.6), Plumbing (4.8), Tailoring & Alteration (4.5)",24
3471,54,Male,Adrar - Timimoun,"(27.46, 0.286)","Auto Repair, Plastering & Tiling, Painting & Renovation","Auto Repair (5.0), Plastering & Tiling (3.1), Painting & Renovation (3.6)",17
3472,59,Male,Oran - El Hassi,"(35.72, -0.63)","Electrical Services, Plumbing","Electrical Services (3.3), Plumbing (4.3)",26
3473,58,Female,El Oued - Guemar,"(33.133, 6.9)","Carpentry, Tailoring & Alteration, Housekeeping / Cleaning, Plumbing","Carpentry (4.1), Tailoring & Alteration (3.1), Housekeeping / Cleaning (4.8), Plumbing (4.2)",24
3474,29,Male,Chlef - Tacheta,"(36.153, 1.333)","Pest Control, Home Appliance Repair, Electrical Services","Pest Control (4.7), Home Appliance Repair (4.7), Electrical Services (4.0)",19
3475,57,Female,Adrar - Timimoun,"(27.46, 0.286)","Personal Care (Home Services), Auto Repair, Painting & Renovation, Pest Control","Personal Care (Home Services) (3.6), Auto Repair (3.2), Painting & Renovation (3.1), Pest Control (4.5)",15
3476,55,Male,Illizi - Djanet,"(26.269, 9.484)","Painting & Renovation, Pest Control, Electrical Services, Housekeeping / Cleaning, Plastering & Tiling","Painting & Renovation (4.9), Pest Control (4.8), Electrical Services (4.8), Housekeeping / Cleaning (3.6), Plastering & Tiling (4.3)",30
